Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,CO2_Fertilizer,CO2_Pesticide,CO2_Emissions,Carbon_Footprint
Gram,2009,Rabi       ,Punjab,3000,3400,371.3,467460,510,1.155555556,1238769,2550,1241319,365.093823529412
Groundnut,2009,Kharif     ,Punjab,2500,3100,371.3,389550,425,1.3075,1032307.5,2125,1034432.5,333.687903225807
Guar seed,2009,Kharif     ,Punjab,21800,16800,371.3,3396876,3706,0.911666667,9001721.4,18530,9020251.4,536.919726190476
Jowar,2009,Kharif     ,Punjab,100,100,371.3,15582,17,1,41292.3,85,41377.3,413.773
Maize,2009,Kharif     ,Punjab,139000,475000,371.3,21658980,23630,3.489166667,57396297,118150,57514447,121.08304631579
Masoor,2009,Rabi       ,Punjab,1100,700,371.3,171402,187,0.734,454215.3,935,455150.3,650.214714285714
Moong(Green Gram),2009,Kharif     ,Punjab,7000,6400,371.3,1090740,1190,0.941818182,2890461,5950,2896411,452.56421875
Peas & beans (Pulses),2009,Rabi       ,Punjab,1600,1800,371.3,249312,272,1.071428571,660676.8,1360,662036.8,367.798222222222
Rapeseed &Mustard,2009,Rabi       ,Punjab,30000,39000,371.3,4674600,5100,1.266666667,12387690,25500,12413190,318.286923076923
Rice,2009,Kharif     ,Punjab,2802000,11236000,371.3,436607640,476340,3.9775,1157010246,2381700,1159391946,103.185470452118
Sesamum,2009,Kharif     ,Punjab,7000,2600,371.3,1090740,1190,0.27,2890461,5950,2896411,1114.00423076923
Sugarcane,2009,Whole Year ,Punjab,60000,370000,371.3,9349200,10200,6.396923077,24775380,51000,24826380,67.0983243243243
Urad,2009,Kharif     ,Punjab,2800,1400,371.3,436296,476,0.49,1156184.4,2380,1158564.4,827.546
Wheat,2009,Rabi       ,Punjab,3522000,15169000,371.3,548798040,598740,4.3205,1454314806,2993700,1457308506,96.0714948908959
Arhar/Tur,2009,Kharif     ,Tripura,987,716,2004.2,153794.34,167.79,0.725,407555.001,838.95,408393.951,570.382613128492
Cotton(lint),2009,Kharif     ,Tripura,965,1437,2004.2,150366.3,164.05,1.4625,398470.695,820.25,399290.945,277.864262352123
Gram,2009,Rabi       ,Tripura,121,91,2004.2,18854.22,20.57,0.7575,49963.683,102.85,50066.533,550.181681318681
Groundnut,2009,Kharif     ,Tripura,236,256,2004.2,36773.52,40.12,1.115,97449.828,200.6,97650.428,381.446984375
Groundnut,2009,Rabi       ,Tripura,187,208,2004.2,29138.34,31.79,1.1275,77216.601,158.95,77375.551,371.997841346154
Jute,2009,Kharif     ,Tripura,468,3778,2004.2,72923.76,79.56,8.075,193247.964,397.8,193645.764,51.2561577554261
Maize,2009,Kharif     ,Tripura,2018,2030,2004.2,314444.76,343.06,1,833278.614,1715.3,834993.914,411.327051231527
Masoor,2009,Rabi       ,Tripura,324,215,2004.2,50485.68,55.08,0.68,133787.052,275.4,134062.452,623.546288372093
Mesta,2009,Kharif     ,Tripura,779,5633,2004.2,121383.78,132.43,7.285,321667.017,662.15,322329.167,57.2215812178235
Moong(Green Gram),2009,Kharif     ,Tripura,398,222,2004.2,62016.36,67.66,0.555,164343.354,338.3,164681.654,741.809252252252
Moong(Green Gram),2009,Rabi       ,Tripura,230,131,2004.2,35838.6,39.1,0.5625,94972.29,195.5,95167.79,726.471679389313
Other  Rabi pulses,2009,Rabi       ,Tripura,1031,887,2004.2,160650.42,175.27,0.8775,425723.613,876.35,426599.963,480.946970687711
Other Kharif pulses,2009,Kharif     ,Tripura,1226,855,2004.2,191035.32,208.42,0.72,506243.598,1042.1,507285.698,593.316605847953
Peas & beans (Pulses),2009,Rabi       ,Tripura,724,538,2004.2,112813.68,123.08,0.74,298956.252,615.4,299571.652,556.82463197026
Rapeseed &Mustard,2009,Rabi       ,Tripura,1495,1147,2004.2,232950.9,254.15,0.75,617319.885,1270.75,618590.635,539.311800348736
Rice,2009,Kharif     ,Tripura,245538,640010,2004.2,38259731.16,41741.46,2.5225,101388287.574,208707.3,101596994.874,158.742824133998
Sesamum,2009,Kharif     ,Tripura,1532,873,2004.2,238716.24,260.44,0.565,632598.036,1302.2,633900.236,726.11710882016
Sugarcane,2009,Whole Year ,Tripura,879,44913,2004.2,136965.78,149.43,51.4225,362959.317,747.15,363706.467,8.09802210941153
Urad,2009,Kharif     ,Tripura,764,462,2004.2,119046.48,129.88,0.5875,315473.172,649.4,316122.572,684.247991341992
Urad,2009,Rabi       ,Tripura,325,204,2004.2,50641.5,55.25,0.59,134199.975,276.25,134476.225,659.197181372549
Wheat,2009,Rabi       ,Tripura,667,1323,2004.2,103931.94,113.39,1.9825,275419.641,566.95,275986.591,208.606644746788
Arhar/Tur,2009,Kharif     ,Uttar Pradesh,304747,201685,585.8,47485677.54,51806.99,0.721971831,125837045.481,259034.95,126096080.431,625.21298277512
Bajra,2009,Kharif     ,Uttar Pradesh,848617,1388711,585.8,132231500.9,144264.89,1.44578125,350413477.385,721324.45,351134801.835,252.849442277767
Banana,2009,Summer     ,Uttar Pradesh,2336,96059,585.8,363995.52,397.12,41.10410256,964588.128,1985.6,966573.728,10.0622922162421
Barley,2009,Rabi       ,Uttar Pradesh,171382,362278,585.8,26704743.24,29134.94,2.094788732,70767569.586,145674.7,70913244.286,195.742618337299
Coriander,2009,Rabi       ,Uttar Pradesh,6461,3670,585.8,1006753.02,1098.37,0.580149254,2667895.503,5491.85,2673387.353,728.443420435968
Cotton(lint),2009,Kharif     ,Uttar Pradesh,4971,838,585.8,774581.22,845.07,0.1875,2052640.233,4225.35,2056865.583,2454.49353579952
Dry chillies,2009,Kharif     ,Uttar Pradesh,14922,13146,585.8,2325146.04,2536.74,0.884558824,6161637.006,12683.7,6174320.706,469.672958010041
Garlic,2009,Rabi       ,Uttar Pradesh,34465,183113,585.8,5370336.3,5859.05,5.293285714,14231391.195,29295.25,14260686.445,77.8791590165635
Ginger,2009,Kharif     ,Uttar Pradesh,786,2360,585.8,122474.52,133.62,3,324557.478,668.1,325225.578,137.807448305085
Gram,2009,Rabi       ,Uttar Pradesh,618202,508556,585.8,96328235.64,105094.34,0.890441176,255269824.446,525471.7,255795296.146,502.983537989917
Groundnut,2009,Kharif     ,Uttar Pradesh,90652,61093,585.8,14125394.64,15410.84,0.698909091,37432295.796,77054.2,37509349.996,613.971322344622
Guar seed,2009,Kharif     ,Uttar Pradesh,2539,2120,585.8,395626.98,431.63,0.841111111,1048411.497,2158.15,1050569.647,495.551720283019
Jowar,2009,Kharif     ,Uttar Pradesh,190976,169571,585.8,29757880.32,32465.92,0.940983607,78858382.848,162329.6,79020712.448,466.003694310938
Linseed,2009,Rabi       ,Uttar Pradesh,34339,15133,585.8,5350702.98,5837.63,0.401891892,14179362.897,29188.15,14208551.047,938.911719222891
Maize,2009,Kharif     ,Uttar Pradesh,674808,982139,585.8,105148582.6,114717.36,1.431,278643743.89,573586.8,279217330.69,284.295125934313
Maize,2009,Rabi       ,Uttar Pradesh,4636,14162,585.8,722381.52,788.12,3.032083333,1914311.028,3940.6,1918251.628,135.450616297133
Maize,2009,Summer     ,Uttar Pradesh,29237,42540,585.8,4555709.34,4970.29,1.462833333,12072629.751,24851.45,12097481.201,284.378965702868
Masoor,2009,Rabi       ,Uttar Pradesh,592405,475940,585.8,92308547.1,100708.85,0.818873239,244617649.815,503544.25,245121194.065,515.025410902635
Moong(Green Gram),2009,Kharif     ,Uttar Pradesh,35348,5227,585.8,5507925.36,6009.16,0.142909091,14596002.204,30045.8,14626048.004,2798.17256629042
Moong(Green Gram),2009,Summer     ,Uttar Pradesh,37104,26685,585.8,5781545.28,6307.68,0.740806452,15321094.992,31538.4,15352633.392,575.328214052839
Onion,2009,Rabi       ,Uttar Pradesh,10494,180225,585.8,1635175.08,1783.98,16.93323944,4333213.962,8919.9,4342133.862,24.0928498377029
Onion,2009,Summer     ,Uttar Pradesh,12686,176246,585.8,1976732.52,2156.62,13.71826087,5238341.178,10783.1,5249124.278,29.7829413320019
Peas & beans (Pulses),2009,Rabi       ,Uttar Pradesh,312009,400401,585.8,48617242.38,53041.53,1.235362319,128835692.307,265207.65,129100899.957,322.429014805158
Potato,2009,Rabi       ,Uttar Pradesh,540797,13447272,585.8,84266988.54,91935.49,24.02859155,223307519.631,459677.45,223767197.081,16.6403414076104
Rapeseed &Mustard,2009,Rabi       ,Uttar Pradesh,613276,682489,585.8,95560666.32,104256.92,1.01028169,253235765.748,521284.6,253757050.348,371.811194536469
Rice,2009,Kharif     ,Uttar Pradesh,5148046,10714990,585.8,802168527.7,875167.82,2.00971831,2125746598.405,4375839.1,2130122437.505,198.798359821614
Rice,2009,Summer     ,Uttar Pradesh,24695,61514,585.8,3847974.9,4198.15,2.13,10197133.485,20990.75,10218124.235,166.110547761485
Sannhamp,2009,Kharif     ,Uttar Pradesh,1813,334,585.8,282501.66,308.21,0.1790625,748629.399,1541.05,750170.449,2246.01930838323
Sesamum,2009,Kharif     ,Uttar Pradesh,331799,34504,585.8,51700920.18,56405.83,0.118360656,137007438.477,282029.15,137289467.627,3978.94353196731
Small millets,2009,Kharif     ,Uttar Pradesh,6951,3540,585.8,1083104.82,1181.67,0.530416667,2870227.773,5908.35,2876136.123,812.467831355932
Soyabean,2009,Kharif     ,Uttar Pradesh,7169,7563,585.8,1117073.58,1218.73,1.046666667,2960244.987,6093.65,2966338.637,392.217193838424
Sugarcane,2009,Kharif     ,Uttar Pradesh,1977324,117139919,585.8,308106625.7,336145.08,50.34633803,816482558.105,1680725.4,818163283.505,6.98449589592938
Sunflower,2009,Summer     ,Uttar Pradesh,7093,15597,585.8,1105231.26,1205.81,2.1215,2928862.839,6029.05,2934891.889,188.170282041418
Sweet potato,2009,Kharif     ,Uttar Pradesh,16758,227909,585.8,2611231.56,2848.86,13.61098592,6919763.634,14244.3,6934007.934,30.4244585953166
Tobacco,2009,Rabi       ,Uttar Pradesh,22861,130652,585.8,3562201.02,3886.37,5.665,9439832.703,19431.85,9459264.553,72.400457344702
Tobacco,2009,Summer     ,Uttar Pradesh,534,2283,585.8,83207.88,90.78,4.23,220500.882,453.9,220954.782,96.7826465177398
Turmeric,2009,Rabi       ,Uttar Pradesh,1315,4346,585.8,204903.3,223.55,3.282972973,542993.745,1117.75,544111.495,125.198227105384
Urad,2009,Kharif     ,Uttar Pradesh,501548,191479,585.8,78151209.36,85263.16,0.457746479,207100704.804,426315.8,207527020.604,1083.81086491991
Urad,2009,Summer     ,Uttar Pradesh,51359,31837,585.8,8002759.38,8731.03,0.678166667,21207312.357,43655.15,21250967.507,667.492775921098
Wheat,2009,Rabi       ,Uttar Pradesh,9668152,27518022,585.8,1506491445,1643585.84,2.80915493,3992202329.25,8217929.2,4000420258.45,145.374557024847
Arhar/Tur,2009,Kharif     ,Uttarakhand,1931,1320,847.8,300888.42,328.27,0.629166667,797354.313,1641.35,798995.663,605.29974469697
Bajra,2009,Kharif     ,Uttarakhand,1,1,847.8,155.82,0.17,1,412.923,0.85,413.773,413.773
Barley,2009,Rabi       ,Uttarakhand,22206,24831,847.8,3460138.92,3775.02,1.226153846,9169368.138,18875.1,9188243.238,370.03114002658
Garlic,2009,Whole Year ,Uttarakhand,2835,20716,847.8,441749.7,481.95,5.318181818,1170636.705,2409.75,1173046.455,56.6251426433675
Gram,2009,Rabi       ,Uttarakhand,528,381,847.8,82272.96,89.76,0.665,218023.344,448.8,218472.144,573.417700787402
Groundnut,2009,Kharif     ,Uttarakhand,1369,1901,847.8,213317.58,232.73,0.964,565291.587,1163.65,566455.237,297.97750499737
Horse-gram,2009,Kharif     ,Uttarakhand,9538,5909,847.8,1486211.16,1621.46,0.650909091,3938459.574,8107.3,3946566.874,667.890823151125
Maize,2009,Kharif     ,Uttarakhand,26103,36088,847.8,4067369.46,4437.51,1.236153846,10778529.069,22187.55,10800716.619,299.288312430725
Maize,2009,Rabi       ,Uttarakhand,63,103,847.8,9816.66,10.71,1.6,26014.149,53.55,26067.699,253.08445631068
Masoor,2009,Rabi       ,Uttarakhand,10792,6222,847.8,1681609.44,1834.64,0.620769231,4456265.016,9173.2,4465438.216,717.685344905175
Moong(Green Gram),2009,Kharif     ,Uttarakhand,8,6,847.8,1246.56,1.36,0.855,3303.384,6.8,3310.184,551.697333333333
Moong(Green Gram),2009,Rabi       ,Uttarakhand,8,6,847.8,1246.56,1.36,0.855,3303.384,6.8,3310.184,551.697333333333
Moth,2009,Kharif     ,Uttarakhand,18,7,847.8,2804.76,3.06,0.39,7432.614,15.3,7447.914,1063.98771428571
Onion,2009,Whole Year ,Uttarakhand,2158,9211,847.8,336259.56,366.86,4.625833333,891087.834,1834.3,892922.134,96.9408461621974
Other  Rabi pulses,2009,Rabi       ,Uttarakhand,164,121,847.8,25554.48,27.88,0.69125,67719.372,139.4,67858.772,560.816297520661
Other Cereals,2009,Kharif     ,Uttarakhand,3767,1460,847.8,586973.94,640.39,0.435,1555480.941,3201.95,1558682.891,1067.59102123288
Other Cereals,2009,Rabi       ,Uttarakhand,298,288,847.8,46434.36,50.66,0.983333333,123051.054,253.3,123304.354,428.140118055556
Other Kharif pulses,2009,Kharif     ,Uttarakhand,11255,9662,847.8,1753754.1,1913.35,0.849166667,4647448.365,9566.75,4657015.115,481.992870523701
Peas & beans (Pulses),2009,Rabi       ,Uttarakhand,5504,5502,847.8,857633.28,935.68,0.650769231,2272728.192,4678.4,2277406.592,413.923408215194
Potato,2009,Kharif     ,Uttarakhand,10187,104530,847.8,1587338.34,1731.79,9.59,4206446.601,8658.95,4215105.551,40.3243619152396
Potato,2009,Rabi       ,Uttarakhand,5873,70526,847.8,915130.86,998.41,10.60615385,2425096.779,4992.05,2430088.829,34.456637679721
Ragi,2009,Kharif     ,Uttarakhand,116162,142978,847.8,18100362.84,19747.54,1.333636364,47965961.526,98737.7,48064699.226,336.168496034355
Rapeseed &Mustard,2009,Rabi       ,Uttarakhand,13160,11013,847.8,2050591.2,2237.2,0.624615385,5434066.68,11186,5445252.68,494.438634341233
Rice,2009,Kharif     ,Uttarakhand,270608,551716,847.8,42166138.56,46003.36,1.613846154,111740267.184,230016.8,111970283.984,202.949133220715
Rice,2009,Rabi       ,Uttarakhand,13775,39300,847.8,2146420.5,2341.75,2.85,5688014.325,11708.75,5699723.075,145.031121501272
Sesamum,2009,Kharif     ,Uttarakhand,1959,400,847.8,305251.38,333.03,0.195384615,808916.157,1665.15,810581.307,2026.4532675
Small millets,2009,Kharif     ,Uttarakhand,63911,64574,847.8,9958612.02,10864.87,1.135454545,26390321.853,54324.35,26444646.203,409.524672515254
Soyabean,2009,Kharif     ,Uttarakhand,8270,13660,847.8,1288631.4,1405.9,1.19,3414873.21,7029.5,3421902.71,250.50532284041
Sugarcane,2009,Whole Year ,Uttarakhand,99988,6088488,847.8,15580130.16,16997.96,61.34,41287344.924,84989.8,41372334.724,6.79517389604775
Sunflower,2009,Kharif     ,Uttarakhand,5,6,847.8,779.1,0.85,1.2,2064.615,4.25,2068.865,344.810833333333
Tobacco,2009,Whole Year ,Uttarakhand,11,7,847.8,1714.02,1.87,0.64,4542.153,9.35,4551.503,650.214714285714
Turmeric,2009,Whole Year ,Uttarakhand,155,149,847.8,24152.1,26.35,0.971666667,64003.065,131.75,64134.815,430.435
Urad,2009,Kharif     ,Uttarakhand,10731,7705,847.8,1672104.42,1824.27,0.661538462,4431076.713,9121.35,4440198.063,576.274894613887
Urad,2009,Rabi       ,Uttarakhand,207,113,847.8,32254.74,35.19,0.55,85475.061,175.95,85651.011,757.973548672567
Wheat,2009,Rabi       ,Uttarakhand,372846,829319,847.8,58096863.72,63383.82,1.674615385,153956688.858,316919.1,154273607.958,186.024446513344
other oilseeds,2009,Kharif     ,Uttarakhand,598,438,847.8,93180.36,101.66,0.781111111,246927.954,508.3,247436.254,564.9229543379
other oilseeds,2009,Rabi       ,Uttarakhand,860,273,847.8,134005.2,146.2,0.55,355113.78,731,355844.78,1303.46073260073
Arhar/Tur,2009,Rabi       ,Jharkhand,18644,30146,996.1,2905108.08,3169.48,1.295652174,7698536.412,15847.4,7714383.812,255.90074344855
Arhar/Tur,2009,Winter     ,Jharkhand,441,764,996.1,68716.62,74.97,68.23,182099.043,374.85,182473.893,238.84017408377
Gram,2009,Rabi       ,Jharkhand,15127,11080,996.1,2357089.14,2571.59,0.828333333,6246286.221,12857.95,6259144.171,564.904708574007
Maize,2009,Autumn     ,Jharkhand,60448,54087,996.1,9419007.36,10276.16,0.947916667,24960369.504,51380.8,25011750.304,462.435526170799
Masoor,2009,Rabi       ,Jharkhand,5904,6544,996.1,919961.28,1003.68,0.950625,2437897.392,5018.4,2442915.792,373.306202933985
Onion,2009,Rabi       ,Jharkhand,2948,12878,996.1,459357.36,501.16,4.763809524,1217297.004,2505.8,1219802.804,94.7198947041466
Potato,2009,Rabi       ,Jharkhand,18429,128117,996.1,2871606.78,3132.93,6.558333333,7609757.967,15664.65,7625422.617,59.5192099174973
Potato,2009,Winter     ,Jharkhand,19997,134624,996.1,3115932.54,3399.49,6.710434783,8257221.231,16997.45,8274218.681,61.4616909392085
Ragi,2009,Autumn     ,Jharkhand,27726,20392,996.1,4320265.32,4713.42,0.564,11448703.098,23567.1,11472270.198,562.586808454296
Rapeseed &Mustard,2009,Rabi       ,Jharkhand,10364,7644,996.1,1614918.48,1761.88,0.892083333,4279533.972,8809.4,4288343.372,561.007767137624
Rice,2009,Autumn     ,Jharkhand,157262,87970,996.1,24504564.84,26734.54,0.515217391,64937096.826,133672.7,65070769.526,739.692730771854
Rice,2009,Winter     ,Jharkhand,825787,504508,996.1,128674130.3,140383.79,0.58625,340986445.295,701918.95,341688364.245,677.270458040309
Sugarcane,2009,Whole Year ,Jharkhand,894,38926,996.1,139303.08,151.98,41.7825,369153.162,759.9,369913.062,9.50298160612444
Wheat,2009,Rabi       ,Jharkhand,52510,61618,996.1,8182108.2,8926.7,1.314166667,21682586.73,44633.5,21727220.23,352.611578272583
Arhar/Tur,2009,Rabi       ,West Bengal,755,582,1317.2,117644.1,128.35,0.841,311756.865,641.75,312398.615,536.767379725086
Bajra,2009,Kharif     ,West Bengal,53,23,1317.2,8258.46,9.01,0.755,21884.919,45.05,21929.969,953.476913043478
Barley,2009,Rabi       ,West Bengal,1749,2352,1317.2,272529.18,297.33,1.45,722202.327,1486.65,723688.977,307.690891581633
Castor seed,2009,Kharif     ,West Bengal,60,35,1317.2,9349.2,10.2,0.58,24775.38,51,24826.38,709.325142857143
Coconut ,2009,Whole Year ,West Bengal,28846,362736500,1317.2,4494783.72,4903.82,12313.48667,11911176.858,24519.1,11935695.958,0.0329045904065348
Cotton(lint),2009,Kharif     ,West Bengal,1289,3262,1317.2,200851.98,219.13,1.764,532257.747,1095.65,533353.397,163.505026670754
Gram,2009,Rabi       ,West Bengal,21766,24150,1317.2,3391578.12,3700.22,1.025,8987682.018,18501.1,9006183.118,372.926837184265
Groundnut,2009,Autumn     ,West Bengal,2058,1886,1317.2,320677.56,349.86,1.015,849795.534,1749.3,851544.834,451.508395546129
Groundnut,2009,Rabi       ,West Bengal,13462,23927,1317.2,2097648.84,2288.54,1.616666667,5558769.426,11442.7,5570212.126,232.80027274627
Groundnut,2009,Summer     ,West Bengal,50306,87205,1317.2,7838680.92,8552.02,1.530555556,20772504.438,42760.1,20815264.538,238.693475580529
Horse-gram,2009,Rabi       ,West Bengal,1863,935,1317.2,290292.66,316.71,0.555,769275.549,1583.55,770859.099,824.448234224599
Jowar,2009,Kharif     ,West Bengal,1479,632,1317.2,230457.78,251.43,0.455,610713.117,1257.15,611970.267,968.307384493671
Jute,2009,Kharif     ,West Bengal,614365,9324967,1317.2,95730354.3,104442.05,14.996875,253685438.895,522210.25,254207649.145,27.2609703760882
Khesari,2009,Rabi       ,West Bengal,28127,19661,1317.2,4382749.14,4781.59,0.761875,11614285.221,23907.95,11638193.171,591.943093993184
Linseed,2009,Rabi       ,West Bengal,4715,1391,1317.2,734691.3,801.55,0.300714286,1946931.945,4007.75,1950939.695,1402.5447124371
Maize,2009,Autumn     ,West Bengal,36330,79299,1317.2,5660940.6,6176.1,1.94,15001492.59,30880.5,15032373.09,189.565733363599
Maize,2009,Rabi       ,West Bengal,23585,132526,1317.2,3675014.7,4009.45,3.632727273,9738788.955,20047.25,9758836.205,73.6371444471274
Maize,2009,Summer     ,West Bengal,37801,173394,1317.2,5890151.82,6426.17,2.912352941,15608902.323,32130.85,15641033.173,90.2051580389172
Masoor,2009,Rabi       ,West Bengal,51698,47123,1317.2,8055582.36,8788.66,0.733529412,21347293.254,43943.3,21391236.554,453.944709674681
Mesta,2009,Kharif     ,West Bengal,5358,75069,1317.2,834883.56,910.86,11.27,2212441.434,4554.3,2216995.734,29.5327729688686
Moong(Green Gram),2009,Kharif     ,West Bengal,2055,1718,1317.2,320210.1,349.35,0.652222222,848556.765,1746.75,850303.515,494.938018044237
Moong(Green Gram),2009,Rabi       ,West Bengal,1677,1097,1317.2,261310.14,285.09,0.682727273,692471.871,1425.45,693897.321,632.540857793984
Moong(Green Gram),2009,Summer     ,West Bengal,13055,6443,1317.2,2034230.1,2219.35,0.560666667,5390709.765,11096.75,5401806.515,838.399272854261
Niger seed,2009,Kharif     ,West Bengal,3658,2402,1317.2,569989.56,621.86,0.527142857,1510472.334,3109.3,1513581.634,630.133902581183
Other Kharif pulses,2009,Kharif     ,West Bengal,591,237,1317.2,92089.62,100.47,0.42,244037.493,502.35,244539.843,1031.8136835443
Peas & beans (Pulses),2009,Rabi       ,West Bengal,9391,11761,1317.2,1463305.62,1596.47,1.160666667,3877759.893,7982.35,3885742.243,330.392164186719
Potato,2009,Rabi       ,West Bengal,384451,13807997,1317.2,59905154.82,65356.67,31.58888889,158748660.273,326783.35,159075443.623,11.5205299959871
